Date,Bus Route No.,From,To,Way,Time (mins),Main Station,Trips per Day,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Tickets Sold,Revenue Generated (INR)
2022-12-07,222A,L.B. Nagar ring Road,Safilguda,One Way,85,Hitech City,3,11.0,29.0,35.65,284.0,1663.0
2022-12-07,19M/224,Suraram,L.B. Nagar Ring Road,One Way,112,Ameerpet,16,8.0,20.0,15.79,433.0,11347.06
2022-12-07,113EL,Boduppal,Nampally,One Way,75,Ameerpet,7,14.0,5.0,43.64,435.0,14320.55
2022-12-07,225HP,Kukatpally,Afzalgunj,Round Trip,83,Ameerpet,12,6.0,20.0,35.7,409.0,8589.41
2022-12-07,9X,Mehdipatnam,Kondapur Bus Station,Round Trip,53,Ameerpet,9,9.0,30.0,23.78,336.0,14315.53
2022-12-07,189M/92A,MGBS,Lingampally,Round Trip,65,Ameerpet,6,7.0,10.0,42.27,144.0,13908.26
2022-12-07,9X/283D,Jeedimetla,Kondapur Bus Station,One Way,95,Ameerpet,19,23.0,5.0,36.52,210.0,4087.01
2022-12-07,230N,Dilsukhnagar,Nampally,One Way,87,Ameerpet,9,28.0,30.0,46.83,270.0,9760.42
2022-12-07,189M/92A,BHEL,Suraram,Round Trip,13,Ameerpet,8,12.0,20.0,8.88,123.0,4009.69
2022-12-07,189M,Chengicherla,Gandimaisamma,One Way,98,Ameerpet,5,14.0,5.0,7.42,161.0,7591.33
2022-12-07,9X/272G,Gandimaisamma X Road,Bowrampet,One Way,20,Ameerpet,7,5.0,5.0,30.24,316.0,6534.82
2022-12-07,9M-1,Suraram,Secunderabad Bus Station,Round Trip,24,Ameerpet,12,9.0,15.0,48.12,194.0,7406.4
2022-12-07,225,KPHB,L.B. Nagar Ring Road,One Way,15,Ameerpet,20,13.0,30.0,31.27,196.0,13046.27
2022-12-07,90 U,Sanath Nagar,Film Nagar,Round Trip,51,Ameerpet,16,10.0,20.0,25.17,228.0,13547.21
2022-12-07,90 U,MGBS,Nampally,One Way,56,Ameerpet,8,25.0,5.0,32.09,500.0,10063.92
2022-12-07,19K,Koti,Bowrampet,Round Trip,76,Ameerpet,18,25.0,30.0,40.29,344.0,8204.33
2022-12-08,40V,Nagole Ring Road,Musheerabad,One Way,86,Koti,18,43.5,20.0,19.4,336.0,3756.49
2022-12-08,225S,Jeedimetla,Hayathnagar,One Way,13,Ameerpet,16,28.0,15.0,39.55,150.0,4480.7
2022-12-08,9K,Chandrayan Gutta X Road,Bachupally,One Way,19,Ameerpet,7,10.0,5.0,25.33,270.0,22081.473750000005
2022-12-08,113EL,Gandimaisamma X Road,ESI,One Way,14,Ameerpet,18,11.0,5.0,14.39,160.0,7581.2
2022-12-08,19M/224,Mehdipatnam,Suraram,One Way,99,Ameerpet,7,15.0,5.0,39.69,320.0,9247.55
2022-12-08,289M,NGO Colony,Gajula Ramaram,Round Trip,36,Ameerpet,17,25.0,20.0,44.05,375.0,11993.78
2022-12-08,9X/272G,BHEL,Secunderabad Bus Station,Round Trip,61,Ameerpet,14,12.0,15.0,9.06,459.0,4096.99
2022-12-08,9K/272G,Dilsukhnagar,Balanagar X Road,One Way,44,Ameerpet,7,14.0,20.0,31.11,329.0,13146.86
2022-12-08,9M-1,Charminar,L.B. Nagar Ring Road,Round Trip,11,Ameerpet,12,22.0,20.0,8.26,353.0,7902.34
2022-12-08,189M/A,KPHB,Shamshiguda,One Way,39,Ameerpet,8,28.0,5.0,6.36,331.0,13672.42
2022-12-08,283A,BHEL,Balanagar X Road,One Way,30,Ameerpet,12,20.0,30.0,40.19,324.0,8434.06
2022-12-08,225M,Dilsukhnagar,Gandimaisamma,Round Trip,15,Ameerpet,20,6.0,10.0,15.02,296.0,4457.56
2022-12-08,225L/299,Central Bus Station,Kondapur Bus Station,Round Trip,20,Ameerpet,14,23.0,5.0,47.36,438.0,22081.473750000005
2022-12-08,9X/272G,L.B. Nagar,Gandimaisamma,One Way,49,Ameerpet,14,19.0,15.0,20.71,117.0,6141.93
2022-12-08,218D,KPHB,Bowrampet,One Way,74,Ameerpet,17,18.0,5.0,14.26,249.0,4953.06
2022-12-09,206,Secunderabad (Medchal),Sanghi Nagar,One Way,54,Koti,8,43.5,49.0,75.035,187.0,1421.57
2022-12-09,185S,Sanath Nagar,Patancheru Bus Station,Round Trip,16,Ameerpet,7,16.0,15.0,24.8,167.0,2600.02
2022-12-09,185S,KPHB,L.B. Nagar Ring Road,Round Trip,91,Ameerpet,8,26.0,10.0,8.5,382.0,10193.88
2022-12-09,9X/283D,Uppal X Road,L.B. Nagar Ring Road,Round Trip,18,Ameerpet,12,16.0,5.0,12.52,284.0,7909.05
2022-12-09,9X,Sanath Nagar,Gajula Ramaram,Round Trip,16,Ameerpet,8,19.0,20.0,20.02,149.0,8008.4
2022-12-09,113C,Suraram,Kondapur Bus Station,One Way,60,Ameerpet,5,27.0,10.0,47.48,425.0,13564.95
2022-12-09,187JL,Allwyn Colony,Gandimaisamma,One Way,93,Ameerpet,10,22.0,5.0,49.73,148.0,10517.72
2022-12-09,283D,Charminar,Suraram,Round Trip,44,Ameerpet,13,30.0,30.0,30.9,123.0,13832.44134
2022-12-09,9X/272G,Chengicherla,Kachiguda,Round Trip,61,Ameerpet,9,22.0,15.0,47.14,296.0,8283.11
2022-12-09,219,Uppal X Road,Patancheru Bus Station,Round Trip,88,Ameerpet,11,15.0,30.0,17.26,278.0,14050.58
2022-12-10,207,Madhapur Petrol Pump,Chandrayangutta X Road,Round Trip,100,Koti,17,8.0,57.5,47.13,265.0,2102.14
2022-12-10,227W,Koti Women's College,Greenland Colony,One Way,70,Koti,16,43.5,49.0,8.41,145.0,3637.41
2022-12-10,298,Mehdipatnam,Abdullapurmet,One Way,56,Koti,16,25.0,48.0,75.035,154.0,4614.71
2022-12-10,216D/L,Koti Women's College,Abdullapurmet,One Way,27,Koti,19,33.0,44.0,17.8,106.0,1001.94
2022-12-10,127KV,VBIT,JNTU,Round Trip,76,Hitech City,18,12.0,32.0,12.2,424.0,3930.93
2022-12-10,223A,L.B. Nagar,ESI,Round Trip,35,Ameerpet,14,30.0,10.0,36.93,360.0,8004.19
2022-12-10,19F/A,NGO Colony,Bowrampet,Round Trip,15,Ameerpet,8,22.0,5.0,25.12,493.0,12948.39
2022-12-10,219,Central Bus Station,ESI,One Way,52,Ameerpet,13,8.0,15.0,49.72,269.0,6386.29
2022-12-10,113C,NGO Colony,Gandimaisamma,Round Trip,18,Ameerpet,9,21.0,30.0,30.35,370.0,3879.88
2022-12-10,102B/218L,Chengicherla,Kachiguda,One Way,94,Ameerpet,5,27.0,20.0,42.32,257.0,13361.99
2022-12-10,218L,BHEL,Lingampally,One Way,33,Ameerpet,13,6.0,5.0,34.66,295.0,9598.24
2022-12-10,9X/272G,Chengicherla,Afzalgunj,Round Trip,91,Ameerpet,20,22.0,30.0,42.83,311.0,12472.72659
2022-12-10,218,Jagadgirigutta,Nampally,Round Trip,114,Ameerpet,9,20.0,10.0,23.44,185.0,14948.98
2022-12-10,218L/V,Chandrayan Gutta X Road,VV Nagar,Round Trip,84,Ameerpet,20,25.0,15.0,43.37,481.0,6961.66
2022-12-10,218L/V,Aramghar,Patancheru Bus Station,Round Trip,101,Ameerpet,12,22.0,30.0,43.1,334.0,8255.23
2022-12-11,225L/299,Gandimaisamma X Road,Patancheru Bus Station,Round Trip,20,Ameerpet,10,10.0,10.0,29.29,479.0,8342.4
2022-12-11,9K/272G,Jeedimetla,Bachupally,One Way,30,Ameerpet,10,24.0,15.0,49.01,452.0,11127.83
2022-12-11,283A,Sanath Nagar,Kachiguda,Round Trip,103,Ameerpet,9,26.0,20.0,18.89,196.0,14200.68
2022-12-11,10H/250C,KPHB,Bachupally,One Way,109,Ameerpet,14,14.0,20.0,20.12,348.0,11446.6
2022-12-11,9X,Dilsukhnagar,Balanagar X Road,Round Trip,18,Ameerpet,8,7.0,10.0,16.58,420.0,5956.15
2022-12-11,19K,Gandimaisamma X Road,Patancheru Bus Station,Round Trip,102,Ameerpet,17,13.0,10.0,48.09,304.0,6803.42
2022-12-11,9X,Boduppal,Suraram,One Way,29,Ameerpet,10,24.0,20.0,6.3,413.0,10853.11
2022-12-11,272C,Dilsukhnagar,VV Nagar,One Way,67,Ameerpet,16,18.0,30.0,7.35,352.0,11562.65
2022-12-11,189M/92A,BHEL,Bowrampet,One Way,111,Ameerpet,12,16.0,5.0,47.15,202.0,7260.6
2022-12-11,9X/171M,L.B. Nagar,Nampally,One Way,104,Ameerpet,11,16.0,10.0,46.54,363.0,12299.62
2022-12-11,223A,Boduppal,VV Nagar,One Way,31,Ameerpet,16,26.0,5.0,32.24,392.0,7273.87
2022-12-11,272C,KPHB,Lingampally,One Way,36,Ameerpet,11,27.0,10.0,43.6,444.0,2809.89
2022-12-11,225L/V,MGBS,Hayathnagar,Round Trip,84,Ameerpet,17,28.0,5.0,18.14,251.0,10398.62
2022-12-11,41,Mehdipatnam,Lingampally,Round Trip,56,Ameerpet,9,19.0,5.0,38.1,259.0,14633.7
2022-12-12,209,Madhapur Petrol Pump,Saroor Nagar Bus Terminal,Round Trip,66,Koti,4,39.0,44.0,42.52,221.0,885.31
2022-12-12,41,Kukatpally,Film Nagar,One Way,74,Ameerpet,8,20.0,30.0,43.29,274.0,9136.66
2022-12-12,83J/272G,Kukatpally,ESI,One Way,99,Ameerpet,7,30.0,15.0,10.07,497.0,14819.73
2022-12-12,272C,Boduppal,Gajula Ramaram,Round Trip,88,Ameerpet,11,20.0,15.0,8.09,228.0,13014.75
2022-12-12,19K,Central Bus Station,Suraram,Round Trip,88,Ameerpet,12,25.0,5.0,17.16,178.0,14034.09
2022-12-13,9D,Jagadgirigutta,Patancheru Bus Station,One Way,107,Ameerpet,16,5.0,15.0,9.73,404.0,2737.71
2022-12-13,113C,Kukatpally,Gandimaisamma,Round Trip,11,Ameerpet,8,18.0,30.0,36.75,499.0,8870.84
2022-12-13,83K,Koti,Ameerpet,One Way,83,Ameerpet,12,20.0,15.0,30.26,409.0,12077.77
2022-12-13,183AJ,L.B. Nagar,Kachiguda,Round Trip,96,Ameerpet,9,18.0,30.0,7.48,210.0,2198.4
2022-12-13,225L/V,Uppal X Road,VV Nagar,Round Trip,102,Ameerpet,12,12.0,5.0,25.51,322.0,8498.09
2022-12-13,225L/299,Suraram,L.B. Nagar Ring Road,Round Trip,109,Ameerpet,11,7.0,10.0,33.71,497.0,13228.73
2022-12-13,9K,MGBS,Nampally,One Way,103,Ameerpet,12,12.0,5.0,24.2,112.0,13789.31
2022-12-13,102B/218L,Dilsukhnagar,Gandimaisamma,Round Trip,39,Ameerpet,14,19.0,30.0,45.71,229.0,14504.68
2022-12-13,187J,Sanath Nagar,Balanagar X Road,One Way,87,Ameerpet,5,28.0,30.0,17.56,418.0,4328.27
2022-12-13,224H,NGO Colony,Balanagar X Road,One Way,54,Ameerpet,16,5.0,10.0,13.8,382.0,12641.67
2022-12-13,9M,BHEL,Patancheru Bus Station,Round Trip,107,Ameerpet,8,11.0,30.0,5.74,352.0,4381.06
2022-12-13,19/224,NGO Colony,Kondapur Bus Station,One Way,81,Ameerpet,14,29.0,15.0,12.1,482.0,13981.17
2022-12-14,195W,Sai Nagar Colony,Image Garden Bus Stop,Round Trip,42,Hitech City,10,21.0,25.0,23.73,95.0,3185.72
2022-12-14,183,Uppal X Road,Kachiguda,Round Trip,21,Ameerpet,9,23.0,5.0,9.32,202.0,14880.02671
2022-12-14,187JL,Chengicherla,Suraram,One Way,26,Ameerpet,18,9.0,20.0,5.03,249.0,9851.53
2022-12-14,102B/218L,Charminar,Bowrampet,Round Trip,80,Ameerpet,12,7.0,30.0,30.34,279.0,3134.36
2022-12-14,218L,Boduppal,Balanagar X Road,Round Trip,76,Ameerpet,14,25.0,20.0,29.0,390.0,13488.73
2022-12-14,9X/283D,MGBS,L.B. Nagar Ring Road,Round Trip,61,Ameerpet,18,26.0,10.0,23.06,392.0,5689.7
2022-12-14,9M,MGBS,VV Nagar,Round Trip,31,Ameerpet,11,18.0,30.0,32.64,455.0,9319.06
2022-12-14,9X/272G,KPHB,Balanagar X Road,Round Trip,57,Ameerpet,10,21.0,10.0,48.65,454.0,7842.56
2022-12-14,102B/218L,Sanath Nagar,Gajula Ramaram,One Way,41,Ameerpet,13,18.0,5.0,39.52,352.0,9470.32
2022-12-14,19M,Koti,Bachupally,Round Trip,101,Ameerpet,13,21.0,20.0,11.34,346.0,8193.87
2022-12-14,230N,Borabanda,Ameerpet,One Way,120,Ameerpet,11,22.0,30.0,33.58,217.0,9118.52
2022-12-14,222D,Dilsukhnagar,Gandimaisamma,Round Trip,19,Ameerpet,10,19.0,5.0,22.36,343.0,5378.63
2022-12-14,225S,BHEL,Balanagar X Road,Round Trip,99,Ameerpet,17,28.0,15.0,11.38,438.0,14429.91775
2022-12-14,10H/25S,KPHB,Gandimaisamma,Round Trip,78,Ameerpet,8,27.0,20.0,33.27,271.0,11000.5
2022-12-14,102B/218L,Chandrayan Gutta X Road,Kondapur Bus Station,Round Trip,81,Ameerpet,9,19.0,5.0,35.43,473.0,12838.68
2022-12-14,225,Aramghar,Nampally,Round Trip,34,Ameerpet,16,29.0,15.0,14.67,495.0,7381.04
2022-12-14,272C,Chengicherla,Film Nagar,One Way,99,Ameerpet,8,29.0,30.0,38.34,111.0,9073.61
2022-12-14,289M,Jeedimetla,Bachupally,Round Trip,61,Ameerpet,9,6.0,15.0,47.29,290.0,2481.15
2022-12-14,225M,Borabanda,L.B. Nagar Ring Road,Round Trip,109,Ameerpet,12,9.0,15.0,14.97,484.0,2865.24
2022-12-15,1P/25S,Secunderabad (Medchal),Kavadi Pally,One Way,38,Koti,16,43.5,13.0,5.54,304.0,4818.16
2022-12-15,113EL,KPHB,Film Nagar,Round Trip,34,Ameerpet,7,21.0,30.0,33.38,362.0,3303.93
2022-12-15,223A,Dilsukhnagar,Bowrampet,Round Trip,42,Ameerpet,13,7.0,10.0,19.84,371.0,11647.54
2022-12-15,183AJ,Allwyn Colony,Ameerpet,Round Trip,41,Ameerpet,20,13.0,10.0,15.74,182.0,12542.86
2022-12-15,225M,Charminar,Gandimaisamma,One Way,77,Ameerpet,9,15.0,10.0,35.49,205.0,2014.11
2022-12-15,9X/272G,Dilsukhnagar,VV Nagar,Round Trip,120,Ameerpet,17,29.0,15.0,29.13,103.0,6047.89
2022-12-15,223R,Kukatpally,Gandimaisamma,One Way,32,Ameerpet,20,28.0,15.0,13.42,171.0,10519.27
2022-12-15,230X,MGBS,Shamshiguda,One Way,119,Ameerpet,6,20.0,20.0,46.15,446.0,9542.44
2022-12-15,230X,KPHB,Bachupally,Round Trip,116,Ameerpet,14,8.0,30.0,10.2,486.0,22081.473750000005
2022-12-15,83J/230,Borabanda,ESI,One Way,70,Ameerpet,8,30.0,15.0,35.48,222.0,6955.8
2022-12-16,83J/272G,Uppal X Road,Bachupally,Round Trip,90,Ameerpet,16,9.0,20.0,47.48,326.0,4454.76
2022-12-16,223R,Gandimaisamma X Road,Kondapur Bus Station,Round Trip,85,Ameerpet,18,20.0,5.0,11.28,400.0,2169.81
2022-12-16,187J,Kukatpally,Patancheru Bus Station,One Way,89,Ameerpet,10,29.0,30.0,10.25,239.0,4789.44
2022-12-16,218L/V,Chengicherla,L.B. Nagar Ring Road,One Way,15,Ameerpet,10,24.0,10.0,29.43,443.0,4520.45
2022-12-16,225L/299,Kukatpally,Kondapur Bus Station,One Way,44,Ameerpet,5,14.0,30.0,46.71,129.0,5808.99
2022-12-16,187J,Borabanda,Shamshiguda,One Way,14,Ameerpet,12,27.0,5.0,45.98,355.0,9161.53
2022-12-16,225L,Uppal X Road,ESI,Round Trip,101,Ameerpet,12,13.0,10.0,13.59,168.0,8619.94
2022-12-16,9K,Boduppal,Patancheru Bus Station,One Way,94,Ameerpet,11,22.0,20.0,39.39,343.0,6365.18
2022-12-16,9M-1,Borabanda,Bowrampet,One Way,13,Ameerpet,9,30.0,15.0,39.82,201.0,10680.35
2022-12-16,83J/230,Suraram,L.B. Nagar Ring Road,Round Trip,61,Ameerpet,11,17.0,15.0,42.75,460.0,12390.99
2022-12-17,40T,TSRTC pushpak,Kothagudem,One Way,33,Koti,4,18.0,14.0,17.23,333.0,3800.51
2022-12-17,40T,Mehdipatnam,Ramoji Film City,Round Trip,15,Koti,11,15.0,56.0,62.83,102.0,2782.29
2022-12-17,1P/25S,High Court Colony Deer Park,Musheerabad,One Way,47,Koti,19,43.5,44.0,61.19,129.0,2127.48
2022-12-17,127LH,Sai Nagar Colony,Infosys,One Way,34,Hitech City,8,7.0,50.0,48.62,471.0,2735.27
2022-12-17,9D,Gandimaisamma X Road,Patancheru Bus Station,One Way,76,Ameerpet,7,25.0,30.0,15.1,222.0,12978.21
2022-12-17,19M/224,Borabanda,Hayathnagar,Round Trip,112,Ameerpet,16,26.0,30.0,41.44,449.0,9787.47
2022-12-17,218L/V,Koti,Lingampally,Round Trip,38,Ameerpet,6,9.0,10.0,40.3,414.0,2747.09
2022-12-17,113F,Jeedimetla,Kachiguda,Round Trip,73,Ameerpet,10,25.0,10.0,11.39,338.0,3186.8
2022-12-17,9K,Suraram,Kachiguda,Round Trip,91,Ameerpet,9,25.0,5.0,29.16,194.0,10057.6
2022-12-17,222D,Koti,Ameerpet,Round Trip,25,Ameerpet,19,14.0,20.0,30.03,273.0,8990.98
2022-12-17,9X/171M,Gandimaisamma X Road,ESI,Round Trip,18,Ameerpet,18,14.0,15.0,5.49,101.0,6793.58
2022-12-18,86V,Hayathnagar,Sanghi Nagar,Round Trip,108,Koti,10,26.0,49.0,19.62,175.0,3072.46
2022-12-18,206,Koti Osmania Hospital,Vanasthalipuram(Saheb Nagar),One Way,118,Koti,17,10.0,35.0,75.035,125.0,521.9
2022-12-18,19F/A,Suraram,Shamshiguda,Round Trip,105,Ameerpet,17,20.0,15.0,13.08,159.0,12255.92
2022-12-18,9K,BHEL,Bowrampet,Round Trip,60,Ameerpet,17,24.0,20.0,19.03,462.0,6736.2
2022-12-18,41N,Kukatpally,Kachiguda,Round Trip,87,Ameerpet,14,15.0,10.0,36.9,160.0,7314.52
2022-12-18,9K,Gandimaisamma X Road,Balanagar X Road,One Way,70,Ameerpet,9,25.0,10.0,11.54,335.0,3460.69
2022-12-18,113C,Mehdipatnam,Gandimaisamma,Round Trip,116,Ameerpet,14,22.0,10.0,20.1,169.0,12116.5
2022-12-18,9K,Chengicherla,Nampally,One Way,64,Ameerpet,18,15.0,20.0,28.38,483.0,11108.29
2022-12-18,102B/218L,Uppal X Road,Bachupally,Round Trip,66,Ameerpet,17,16.0,30.0,17.97,120.0,14095.84593
2022-12-18,218L,Jeedimetla,Kondapur Bus Station,Round Trip,56,Ameerpet,11,19.0,5.0,33.07,462.0,4322.59
2022-12-18,113F,Mehdipatnam,Nampally,One Way,75,Ameerpet,6,17.0,5.0,40.24,384.0,4075.72
2022-12-18,19F/A,Mehdipatnam,L.B. Nagar Ring Road,Round Trip,70,Ameerpet,17,28.0,10.0,32.4,178.0,15795.33221
2022-12-19,83K,Borabanda,Gandimaisamma,One Way,64,Ameerpet,17,6.0,30.0,17.34,110.0,22081.473750000005
2022-12-19,218L/V,Koti,Suraram,One Way,94,Ameerpet,10,8.0,15.0,41.86,419.0,4570.68
2022-12-19,218,Charminar,Secunderabad Bus Station,One Way,119,Ameerpet,20,21.0,20.0,5.58,364.0,9430.06
2022-12-19,19F,MGBS,Nampally,One Way,91,Ameerpet,18,7.0,30.0,14.08,123.0,6380.17
2022-12-19,225M,Jagadgirigutta,Patancheru Bus Station,One Way,11,Ameerpet,10,27.0,10.0,5.92,297.0,6431.79
2022-12-19,9K/283K,Dilsukhnagar,Gajula Ramaram,Round Trip,14,Ameerpet,16,20.0,20.0,14.54,165.0,7861.39
2022-12-19,9K,Chengicherla,Gajula Ramaram,One Way,85,Ameerpet,9,19.0,5.0,31.54,106.0,5520.7
2022-12-19,272C,NGO Colony,Kachiguda,One Way,84,Ameerpet,11,30.0,10.0,42.24,104.0,8953.32
2022-12-19,225HP,Aramghar,Balanagar X Road,One Way,35,Ameerpet,14,7.0,30.0,44.94,455.0,8682.03445
2022-12-19,225L/299,Boduppal,Kondapur Bus Station,One Way,84,Ameerpet,20,8.0,30.0,43.5,265.0,4188.85
2022-12-19,41,BHEL,Shamshiguda,One Way,75,Ameerpet,15,26.0,5.0,19.18,204.0,2059.04
2022-12-19,222D,Koti,Ameerpet,Round Trip,53,Ameerpet,8,19.0,30.0,26.3,135.0,10748.76
2022-12-19,219,Boduppal,Film Nagar,One Way,101,Ameerpet,7,26.0,20.0,39.79,435.0,3868.73
2022-12-19,41,Aramghar,Lingampally,Round Trip,90,Ameerpet,18,29.0,20.0,24.7,343.0,10960.61
2022-12-20,40T,Madhapur Petrol Pump,Chandrayangutta X Road,Round Trip,115,Koti,12,18.0,37.0,51.25,68.0,1170.04
2022-12-20,1P/25S,Suchitra X Road,Kavadi Pally,Round Trip,113,Koti,7,5.0,35.0,64.38,197.0,3189.66
2022-12-20,218D,Sanath Nagar,Kondapur Bus Station,One Way,44,Ameerpet,12,18.0,15.0,40.13,442.0,4502.82
2022-12-20,223R,Aramghar,Afzalgunj,Round Trip,118,Ameerpet,19,13.0,5.0,33.9,405.0,9768.44
2022-12-20,218/19M,Aramghar,Nampally,One Way,85,Ameerpet,16,9.0,5.0,30.3,357.0,5301.83
2022-12-20,113C,Suraram,Shamshiguda,Round Trip,37,Ameerpet,15,17.0,15.0,26.47,156.0,10788.71
2022-12-20,9X/283D,Dilsukhnagar,Balanagar X Road,One Way,86,Ameerpet,8,19.0,15.0,48.02,289.0,6121.03
2022-12-20,187J,Aramghar,Film Nagar,One Way,82,Ameerpet,7,12.0,20.0,15.34,381.0,11463.7
2022-12-20,272C,MGBS,L.B. Nagar Ring Road,One Way,60,Ameerpet,13,10.0,30.0,33.61,403.0,7787.04
2022-12-21,86V,Secunderabad (Medchal),Marripally,Round Trip,34,Koti,12,38.0,15.0,75.035,412.0,3283.49
2022-12-21,216D/L,Koti Osmania Hospital,Greenland Colony,Round Trip,38,Koti,4,19.0,48.0,42.57,228.0,1563.47
2022-12-21,183,Kukatpally,ESI,One Way,72,Ameerpet,10,12.0,20.0,17.2,429.0,4593.9
2022-12-21,183,Suraram,Suraram,One Way,83,Ameerpet,11,15.0,10.0,14.2,144.0,14928.8
2022-12-21,9X,Boduppal,Suraram,One Way,79,Ameerpet,13,13.0,15.0,15.79,294.0,6898.79
2022-12-21,225L/V,Jeedimetla,Hayathnagar,One Way,73,Ameerpet,7,7.0,5.0,23.32,257.0,2940.21
2022-12-21,218,Dilsukhnagar,Film Nagar,Round Trip,113,Ameerpet,7,11.0,5.0,37.98,260.0,8961.69
2022-12-21,113C,Boduppal,Secunderabad Bus Station,Round Trip,111,Ameerpet,19,25.0,5.0,9.07,277.0,7639.05
2022-12-21,9M,Gandimaisamma X Road,Gandimaisamma,One Way,56,Ameerpet,6,19.0,15.0,48.49,461.0,3243.65
2022-12-21,9M-1,KPHB,Kondapur Bus Station,Round Trip,92,Ameerpet,9,11.0,10.0,27.66,180.0,3985.15
2022-12-21,19F/A,Mehdipatnam,Nampally,One Way,56,Ameerpet,17,10.0,5.0,10.1,268.0,14883.27
2022-12-21,283D,Sanath Nagar,Patancheru Bus Station,One Way,84,Ameerpet,14,24.0,30.0,35.28,291.0,2588.24
2022-12-21,183AJ,Kukatpally,Bachupally,Round Trip,70,Ameerpet,16,29.0,5.0,49.48,285.0,11979.91287
2022-12-21,230N,Jagadgirigutta,L.B. Nagar Ring Road,One Way,120,Ameerpet,14,14.0,10.0,31.4,478.0,6344.11
2022-12-21,183,Boduppal,Shamshiguda,One Way,69,Ameerpet,7,6.0,20.0,37.85,395.0,8046.45
2022-12-21,83J/272G,NGO Colony,Bachupally,Round Trip,62,Ameerpet,10,18.0,5.0,32.25,481.0,8543.41
2022-12-22,216D/L,Koti Osmania Hospital,Chandrayangutta X Road,One Way,51,Koti,20,19.0,54.0,75.035,407.0,3901.09
2022-12-22,225L,Suraram,Patancheru Bus Station,One Way,93,Ameerpet,11,26.0,5.0,40.23,448.0,22081.473750000005
2022-12-22,225A,Koti,Kondapur Bus Station,One Way,89,Ameerpet,6,27.0,30.0,34.95,213.0,10927.72
2022-12-22,230N,Koti,Gajula Ramaram,One Way,112,Ameerpet,20,29.0,10.0,11.55,451.0,5482.66
2022-12-22,289M,Central Bus Station,Balanagar X Road,Round Trip,16,Ameerpet,18,5.0,30.0,36.89,445.0,9871.88
2022-12-22,90 D,Gandimaisamma X Road,Kachiguda,Round Trip,60,Ameerpet,14,7.0,30.0,25.75,223.0,14939.14
2022-12-22,222D,Koti,Hayathnagar,Round Trip,60,Ameerpet,16,25.0,15.0,34.8,156.0,11213.02
2022-12-22,183,Allwyn Colony,Secunderabad Bus Station,Round Trip,12,Ameerpet,20,12.0,10.0,32.97,197.0,12771.22
2022-12-22,9X/171M,Mehdipatnam,Ameerpet,One Way,118,Ameerpet,6,24.0,20.0,41.04,495.0,7155.07
2022-12-22,9K,BHEL,Gajula Ramaram,One Way,62,Ameerpet,16,14.0,5.0,35.87,313.0,5980.66
2022-12-22,9K/272G,Aramghar,Nampally,Round Trip,57,Ameerpet,16,21.0,10.0,44.81,255.0,13123.13
2022-12-22,113F,Jeedimetla,Gajula Ramaram,One Way,39,Ameerpet,20,28.0,20.0,17.17,187.0,14357.32
2022-12-22,113EL,Chengicherla,Kondapur Bus Station,Round Trip,75,Ameerpet,18,13.0,10.0,22.76,310.0,9387.53
2022-12-22,183,BHEL,Suraram,Round Trip,64,Ameerpet,5,21.0,5.0,31.58,467.0,11741.33
2022-12-22,187J,Central Bus Station,Gandimaisamma,Round Trip,46,Ameerpet,20,10.0,5.0,12.98,393.0,14933.08
2022-12-22,185S,Jagadgirigutta,Bachupally,Round Trip,85,Ameerpet,12,14.0,20.0,11.69,205.0,14885.58
2022-12-23,209,Koti Women's College,Saroor Nagar Bus Terminal,Round Trip,99,Koti,15,43.5,44.0,75.035,350.0,3067.05
2022-12-23,127,Secunderabad (Medchal),Vanasthalipuram(Saheb Nagar),One Way,42,Koti,20,17.0,22.0,30.53,100.0,561.38
2022-12-23,113KY,Waverock,JNTU,One Way,58,Hitech City,18,21.0,18.0,32.68,166.0,2985.04
2022-12-23,185S,Koti,Nampally,Round Trip,120,Ameerpet,10,10.0,15.0,20.91,199.0,12043.1756
2022-12-23,41N,BHEL,Gandimaisamma,Round Trip,29,Ameerpet,8,13.0,5.0,38.88,420.0,14932.52
2022-12-23,41N,Boduppal,Gandimaisamma,One Way,115,Ameerpet,14,22.0,5.0,5.93,223.0,3881.73
2022-12-23,225L/V,Aramghar,Afzalgunj,One Way,15,Ameerpet,14,25.0,20.0,21.2,338.0,12041.62
2022-12-23,218HG,Dilsukhnagar,Suraram,Round Trip,52,Ameerpet,20,23.0,15.0,48.31,130.0,11726.39
2022-12-23,19F,Borabanda,Film Nagar,Round Trip,93,Ameerpet,13,28.0,15.0,25.11,278.0,14321.78
2022-12-23,218L/V,Koti,ESI,Round Trip,78,Ameerpet,14,19.0,20.0,9.81,238.0,2729.41
2022-12-23,9X/283D,Dilsukhnagar,VV Nagar,Round Trip,68,Ameerpet,9,5.0,5.0,8.82,215.0,6575.49
2022-12-23,222D,L.B. Nagar,Shamshiguda,Round Trip,111,Ameerpet,11,10.0,15.0,5.4,457.0,7438.81
2022-12-23,10H/25S,MGBS,Gajula Ramaram,Round Trip,109,Ameerpet,8,11.0,15.0,33.73,493.0,4535.38
2022-12-23,19/224,Charminar,Nampally,One Way,27,Ameerpet,13,6.0,20.0,25.06,124.0,12689.63
